province,month,MinRain,MaxRain,AvgRain,AvgFloodRiskArea(Square meter),flooding,,,,
Surin,5,76.52,270.3,207.72,13958581.75,0,,,,
Sisaket,5,178.67,336.41,255.62,14810896.18,0,,,,
Ubon Ratchathani,5,262.22,386.2,329.56,20630426.33,0,,,,
Yasothon,5,242.96,289.85,275.26,6286209.15,0,,,,
Chaiyaphum,5,78.68,200.85,123.83,29713290.43,0,,,,
Bueng Kan,5,340.88,602.58,481.47,70155.12,0,,,,
Nong Bua Lamphu,5,127.04,210.31,153.73,30419695.72,0,,,,
Khon Kaen,5,92.94,275.41,199.76,16875137.96,0,,,,
Udon Thani,5,133.49,382.79,244.51,17186879.75,0,,,,
Loei,5,78.12,219.51,128.1,13529579.56,0,,,,
Nong Khai,5,180.1,531.81,305.46,21599891.95,0,,,,
Maha Sarakham,5,189.85,360.93,279.43,13016655.59,0,,,,
Roi Et,5,113.24,335.17,255.68,14669883.22,0,,,,
Kalasin,5,243.64,354.78,309.52,11208279.07,0,,,,
Sakon Nakhon,5,250.8,489.55,323.87,86.5,0,,,,
Chiang Mai,5,228.71,391.95,299.69,20264146.45,0,,,,
Lamphun,5,246.18,335.11,288.8,5004568.22,0,,,,
Lampang,5,190.64,346.49,257.65,8599406.57,0,,,,
Uttaradit,5,145,248.37,191.98,16085958.93,0,,,,
Phrae,5,172.54,259.11,203.18,16892142.82,0,,,,
Nan,5,125.39,223.13,177.34,22743154.42,0,,,,
Phayao,5,171.27,243.01,207.47,26200648.21,0,,,,
Chiang Rai,5,197.52,305.25,233.61,20554196.06,0,,,,
Mae Hong Son,5,181.61,318.41,250.98,13223820.53,0,,,,
Nakhon Sawan,5,104,294.08,160.24,7632560.65,0,,,,
Uthai Thani,5,145.84,281.59,204.47,16452835.77,0,,,,
Kamphaeng Phet,5,186.8,405.57,304.82,21066429.12,0,,,,
Tak,5,213.73,394.36,279.73,17552436,0,,,,
Sukhothai,5,198.6,305.21,237.74,16871908.26,0,,,,
Phitsanulok,5,82.35,264.39,191.58,25141199.37,0,,,,
Phichit,5,135.17,233.04,162.9,28664263.22,0,,,,
Phetchabun,5,55.72,193.39,121.78,20605875.71,0,,,,
Ratchaburi,5,124.28,171.53,141.52,33572250.57,0,,,,
Kanchanaburi,5,72.57,346.28,226.4,26726127.71,0,,,,
Suphan Buri,5,68.38,206.77,150.89,5618383.53,0,,,,
Phetchaburi,5,116.6,274.47,185.33,7263070.95,0,,,,
Prachuap Khiri Khan,5,231.26,492.41,313.7,49348897.52,0,,,,
Nakhon Si Thammarat,5,210.96,496.27,328.7,32041150.66,0,,,,
Krabi,5,200.22,372.7,249.53,52404960.23,0,,,,
Phang Nga,5,275.29,700.88,491.73,33275572.12,0,,,,
Phuket,5,263.96,324.17,299.51,10355271.89,0,,,,
Surat Thani,5,207.51,583.79,316.67,28894275.72,0,,,,
Ranong,5,448.78,692.63,581.85,16694201.37,0,,,,
Chumphon,5,456.99,674.29,534.15,45488917.1,0,,,,
Songkhla,5,167.19,290.91,204.02,32478516.22,0,,,,
Satun,5,199.21,232.57,216.4,31545130.42,0,,,,
Trang,5,207.98,305.38,232.14,29424386.51,0,,,,
Phatthalung,5,187.32,289.29,211.39,26289445.11,0,,,,
Pattani,5,220.18,242.67,228.4,7694062.52,0,,,,
Yala,5,217.44,238.52,230.96,15713876.02,0,,,,
Narathiwat,5,232.5,248.2,239.38,22184404.17,0,,,,
Lopburi,6,42.1,163.93,121.18,8722670.03,0,,,,
Chainat,6,151.27,230.78,187.86,23682656.7,0,,,,
Saraburi,6,48.56,176.21,103.84,2923294.87,0,,,,
Chonburi,6,79.3,250.77,140.27,11319017.89,0,,,,
Rayong,6,125.31,207.58,162.49,15922802.72,0,,,,
Chanthaburi,6,110.56,256.7,195.43,18460418.16,0,,,,
Chachoengsao,6,69.02,202.05,119.97,9174664.91,0,,,,
Prachinburi,6,66.69,221.86,135.84,21851777.16,0,,,,
Nakhon Nayok,6,133.32,230.22,175.67,11773961.86,0,,,,
Sa Kaeo,6,55.72,128.18,81.8,37193369.19,0,,,,
Nakhon Ratchasima,6,55.22,225.78,104.47,22767984.2,0,,,,
Buriram,6,87.37,189.23,145.54,14055806.19,0,,,,
Surin,6,91.41,221.6,160.67,13958581.75,0,,,,
Sisaket,6,62.21,162.88,119.1,14810896.18,0,,,,
Ubon Ratchathani,6,45.13,131.48,80.32,20630426.33,0,,,,
Yasothon,6,107.07,203.39,152.68,6286209.15,0,,,,
Chaiyaphum,6,83.31,151.61,106.75,29713290.43,0,,,,
Bueng Kan,6,209.68,267.69,243.13,70155.12,0,,,,
Nong Bua Lamphu,6,96.02,158.01,121.16,30419695.72,0,,,,
Khon Kaen,6,87.38,204.3,148.18,16875137.96,0,,,,
Udon Thani,6,104.98,199.22,152.21,17186879.75,0,,,,
Loei,6,72.93,138.74,92.86,13529579.56,0,,,,
Nong Khai,6,123.11,246.21,178.84,21599891.95,0,,,,
Maha Sarakham,6,127.47,277.76,190.01,13016655.59,0,,,,
Roi Et,6,111.85,318.61,215.01,14669883.22,0,,,,
Kalasin,6,157.52,268.95,204.53,11208279.07,0,,,,
Sakon Nakhon,6,145.31,243.07,188.62,86.5,0,,,,
Chiang Mai,6,40.83,241.89,118.12,20264146.45,0,,,,
Lamphun,6,28.12,84.95,65.66,5004568.22,0,,,,
Lampang,6,44.13,155.33,85.2,8599406.57,0,,,,
Uttaradit,6,56.35,280.25,97.94,16085958.93,0,,,,
Phrae,6,34.11,120.04,72.27,16892142.82,0,,,,
Nan,6,51.6,246.57,140.58,22743154.42,0,,,,
Phayao,6,100.75,195.42,140.86,26200648.21,0,,,,
Chiang Rai,6,88.84,238.18,201.33,20554196.06,0,,,,
Mae Hong Son,6,88.97,216.19,149.72,13223820.53,0,,,,
Nakhon Sawan,6,140.54,237.28,189.54,7632560.65,0,,,,
Uthai Thani,6,144.18,209.38,181.16,16452835.77,0,,,,
Kamphaeng Phet,6,68.87,219.08,170.18,21066429.12,0,,,,
Tak,6,12.31,205.39,107.4,17552436,0,,,,
Sukhothai,6,37.58,400.8,151.46,16871908.26,0,,,,
Phitsanulok,6,70.29,296.87,109.98,25141199.37,0,,,,
Phichit,6,92.91,198.5,122.72,28664263.22,0,,,,
Phetchabun,6,78.8,170.1,111.42,20605875.71,0,,,,
Ratchaburi,6,63.95,121.38,101.47,33572250.57,0,,,,
Kanchanaburi,6,63.34,186.93,130.74,26726127.71,0,,,,
Suphan Buri,6,61.04,174.69,117.59,5618383.53,0,,,,
Phetchaburi,6,39.1,102.7,73.7,7263070.95,0,,,,
Prachuap Khiri Khan,6,48.73,97.2,79.93,49348897.52,0,,,,
Nakhon Si Thammarat,6,119.91,257.91,183.19,32041150.66,0,,,,
Krabi,6,114.44,241.21,176.84,52404960.23,0,,,,
Phang Nga,6,198.62,280.08,240.31,33275572.12,0,,,,
Phuket,6,200.63,259.35,232.14,10355271.89,0,,,,
Surat Thani,6,55.89,275.41,180.63,28894275.72,0,,,,
Ranong,6,62.06,382.81,235.34,16694201.37,0,,,,
Chumphon,6,21.03,358.73,129.13,45488917.1,0,,,,
Songkhla,6,83.5,301.03,174.8,32478516.22,0,,,,
Satun,6,214.35,384.15,295.96,31545130.42,0,,,,
Trang,6,205.66,336.89,289.78,29424386.51,0,,,,
Phatthalung,6,166.64,309.81,265.1,26289445.11,0,,,,
Pattani,6,76.9,140.93,108.6,7694062.52,0,,,,
Yala,6,110.34,167.47,138.48,15713876.02,0,,,,
Narathiwat,6,124.71,134.9,128.13,22184404.17,0,,,,
Lopburi,7,91.9,228.35,155.71,8722670.03,0,,,,
Chainat,7,147.62,262.9,193.74,23682656.7,0,,,,
Saraburi,7,100.99,377.34,214.15,2923294.87,0,,,,
Chonburi,7,138.04,296.89,227.76,11319017.89,0,,,,
Rayong,7,180.24,441.77,248.38,15922802.72,0,,,,
Chanthaburi,7,285.56,646.99,480.82,18460418.16,0,,,,
Chachoengsao,7,228.5,349.95,278.1,9174664.91,0,,,,
Prachinburi,7,183.61,482.26,284.68,21851777.16,0,,,,
Nakhon Nayok,7,256.77,500.01,351.52,11773961.86,1,,,,
Sa Kaeo,7,131.73,344.57,233.52,37193369.19,1,,,,
Nakhon Ratchasima,7,180.09,490.65,291,22767984.2,0,,,,
Buriram,7,234.62,482.49,349.93,14055806.19,0,,,,
Surin,7,199.92,451.14,261.73,13958581.75,0,,,,
Sisaket,7,235.53,395.3,295.14,14810896.18,0,,,,
Ubon Ratchathani,7,285.68,455.41,337.13,20630426.33,0,,,,
Yasothon,7,244.88,307.38,267.21,6286209.15,0,,,,
Chaiyaphum,7,181.95,413.48,308.02,29713290.43,0,,,,
Bueng Kan,7,310.37,504.39,424.96,70155.12,0,,,,
Nong Bua Lamphu,7,203.84,307.05,248.89,30419695.72,0,,,,
Khon Kaen,7,246.69,364.48,282.81,16875137.96,0,,,,
Udon Thani,7,211.01,425.19,300.32,17186879.75,0,,,,
Loei,7,227.9,363.02,281.03,13529579.56,0,,,,
Nong Khai,7,316.73,469.13,393.75,21599891.95,0,,,,
Maha Sarakham,7,178.16,382.66,260.96,13016655.59,0,,,,
Roi Et,7,222.98,326.49,263.95,14669883.22,0,,,,
Kalasin,7,224.4,268.89,254.97,11208279.07,0,,,,
Sakon Nakhon,7,213.32,437.19,279.03,86.5,0,,,,
Chiang Mai,7,133.75,374.87,204.25,20264146.45,0,,,,
Lamphun,7,130.51,201.72,169.82,5004568.22,0,,,,
Lampang,7,134.81,250.49,183.37,8599406.57,0,,,,
Uttaradit,7,152.81,267.98,231.39,16085958.93,0,,,,
Phrae,7,192.29,241.77,214.47,16892142.82,0,,,,
Nan,7,219.47,392.75,271.32,22743154.42,0,,,,
Phayao,7,127.95,315.82,225.73,26200648.21,0,,,,
Chiang Rai,7,173.32,472.24,328.44,20554196.06,0,,,,
Mae Hong Son,7,147.58,271.88,197.29,13223820.53,0,,,,
Nakhon Sawan,7,153.66,256.23,212.82,7632560.65,0,,,,
Uthai Thani,7,187.44,271.55,226.28,16452835.77,0,,,,
Kamphaeng Phet,7,98.87,222.96,162.31,21066429.12,0,,,,
Tak,7,72.11,251.18,155.93,17552436,0,,,,
Sukhothai,7,117.8,233.03,164.28,16871908.26,0,,,,
Phitsanulok,7,147.22,262.33,205.08,25141199.37,0,,,,
Phichit,7,155.01,224.33,184.54,28664263.22,0,,,,
Phetchabun,7,154.06,299.27,234.75,20605875.71,0,,,,
Ratchaburi,7,92.72,175.93,120.5,33572250.57,0,,,,
Kanchanaburi,7,96.54,221.28,167.03,26726127.71,0,,,,
Suphan Buri,7,106.51,208.98,169.3,5618383.53,0,,,,
Phetchaburi,7,53.39,126.2,85.96,7263070.95,0,,,,
Prachuap Khiri Khan,7,49.73,273.37,126.27,49348897.52,0,,,,
Nakhon Si Thammarat,7,146.04,339.91,230.97,32041150.66,0,,,,
Krabi,7,272.4,507.15,363.87,52404960.23,0,,,,
Phang Nga,7,399.65,681,524.16,33275572.12,0,,,,
Phuket,7,386.43,417.46,399.99,10355271.89,0,,,,
Surat Thani,7,138.15,633.35,279.67,28894275.72,0,,,,
Ranong,7,276.22,884.2,568.06,16694201.37,0,,,,
Chumphon,7,241.02,832.68,364.2,45488917.1,1,,,,
Songkhla,7,68.27,182.42,116.68,32478516.22,0,,,,
Satun,7,112.18,247.31,168.85,31545130.42,0,,,,
Trang,7,158.05,433.65,293.42,29424386.51,0,,,,
Phatthalung,7,101.31,264.14,144.78,26289445.11,0,,,,
Pattani,7,127.59,214.44,172.28,7694062.52,0,,,,
Yala,7,122.44,189.17,148.5,15713876.02,0,,,,
Narathiwat,7,146.04,238.49,197.77,22184404.17,0,,,,
Lopburi,8,149.41,316.73,232.16,8722670.03,0,,,,
Chainat,8,156.52,204.58,180.02,23682656.7,0,,,,
Saraburi,8,228.52,671.75,326.98,2923294.87,0,,,,
Chonburi,8,125.02,328.18,211.35,11319017.89,0,,,,
Rayong,8,186.25,452.88,287.63,15922802.72,0,,,,
Chanthaburi,8,327.95,590.2,502.72,18460418.16,0,,,,
Chachoengsao,8,203.43,507.33,333.15,9174664.91,0,,,,
Prachinburi,8,365.23,948.08,508.62,21851777.16,0,,,,
Nakhon Nayok,8,291.53,996.3,619.93,11773961.86,0,,,,
Sa Kaeo,8,294.69,459.29,392.78,37193369.19,0,,,,
Nakhon Ratchasima,8,125.24,970.71,252.23,22767984.2,1,,,,
Buriram,8,201.73,349.36,272.57,14055806.19,0,,,,
Surin,8,144.22,336.2,270.54,13958581.75,0,,,,
Sisaket,8,226.26,476.98,305.03,14810896.18,0,,,,
Ubon Ratchathani,8,305.45,556.98,419.12,20630426.33,1,,,,
Yasothon,8,268.85,410.86,337.45,6286209.15,0,,,,
Chaiyaphum,8,169.79,285.59,211.63,29713290.43,0,,,,
Bueng Kan,8,392.43,706.77,565.14,70155.12,0,,,,
Nong Bua Lamphu,8,236.22,283.51,255.85,30419695.72,0,,,,
Khon Kaen,8,209.45,309.94,275.84,16875137.96,0,,,,
Udon Thani,8,225.83,433.9,298.5,17186879.75,0,,,,
Loei,8,187.98,313,243.26,13529579.56,0,,,,
Nong Khai,8,274.81,621.12,373.47,21599891.95,0,,,,
Maha Sarakham,8,192.45,336.36,274.61,13016655.59,0,,,,
Roi Et,8,160.48,324.42,236.22,14669883.22,0,,,,
Kalasin,8,129.12,308.1,217.63,11208279.07,1,,,,
Sakon Nakhon,8,174.75,569.74,310.21,86.5,1,,,,
Chiang Mai,8,0.64,579.67,276.45,20264146.45,0,,,,
Lamphun,8,234.49,317.87,278.72,5004568.22,1,,,,
Lampang,8,167.42,358.45,245.61,8599406.57,0,,,,
Uttaradit,8,206.34,282.83,248.27,16085958.93,1,,,,
Phrae,8,186.01,275.62,225.99,16892142.82,0,,,,
Nan,8,207.67,414.27,308.34,22743154.42,0,,,,
Phayao,8,153.65,404.4,274.18,26200648.21,1,,,,
Chiang Rai,8,163.79,510.29,435.59,20554196.06,1,,,,
Mae Hong Son,8,209.69,377.91,284.58,13223820.53,1,,,,
Nakhon Sawan,8,177.83,311.51,233.84,7632560.65,0,,,,
Uthai Thani,8,168.42,298.31,216.86,16452835.77,1,,,,
Kamphaeng Phet,8,230.67,314.3,271.73,21066429.12,1,,,,
Tak,8,222.81,327.99,280.13,17552436,1,,,,
Sukhothai,8,242.51,293.8,269.7,16871908.26,1,,,,
Phitsanulok,8,191.87,312.09,264.18,25141199.37,1,,,,
Phichit,8,230.24,294.38,265.57,28664263.22,0,,,,
Phetchabun,8,154.77,253.72,208.41,20605875.71,0,,,,
Ratchaburi,8,122.74,220.85,145.32,33572250.57,0,,,,
Kanchanaburi,8,101.42,309.06,210.95,26726127.71,0,,,,
Suphan Buri,8,153.79,235.73,197.99,5618383.53,1,,,,
Phetchaburi,8,69.16,192.59,111.69,7263070.95,0,,,,
Prachuap Khiri Khan,8,68.71,151.89,106.83,49348897.52,0,,,,
Nakhon Si Thammarat,8,65.09,262.44,134.4,32041150.66,0,,,,
Krabi,8,114.13,639.29,271.07,52404960.23,0,,,,
Phang Nga,8,273.62,613.41,454.08,33275572.12,0,,,,
Phuket,8,410.72,446.17,429.82,10355271.89,0,,,,
Surat Thani,8,39.03,467.09,142.58,28894275.72,0,,,,
Ranong,8,69,394.51,246.24,16694201.37,0,,,,
Chumphon,8,41.22,370.35,124.93,45488917.1,0,,,,
Songkhla,8,43.06,196.1,130.75,32478516.22,0,,,,
Satun,8,124.32,254.33,141.58,31545130.42,0,,,,
Trang,8,144.91,486.07,251.04,29424386.51,0,,,,
Phatthalung,8,97.55,223.02,152.59,26289445.11,0,,,,
Pattani,8,185.79,220.1,197.44,7694062.52,0,,,,
Yala,8,165.99,211.3,196.46,15713876.02,0,,,,
Narathiwat,8,200.04,232.09,212.94,22184404.17,0,,,,
Lopburi,9,284.15,468.46,360.28,8722670.03,0,,,,
Chainat,9,217.92,284.62,252.19,23682656.7,0,,,,
Saraburi,9,255.42,488.67,344.63,2923294.87,0,,,,
Chonburi,9,221.18,456.12,323.72,11319017.89,0,,,,
Rayong,9,336.24,701.9,543.86,15922802.72,0,,,,
Chanthaburi,9,412.23,818.8,674.93,18460418.16,0,,,,
Chachoengsao,9,194.77,536.32,341.37,9174664.91,0,,,,
Prachinburi,9,323.81,595.92,417.82,21851777.16,0,,,,
Nakhon Nayok,9,356.85,613.91,461.74,11773961.86,0,,,,
Sa Kaeo,9,312.58,464.69,340.21,37193369.19,0,,,,
Nakhon Ratchasima,9,222.84,604.37,359.53,22767984.2,0,,,,
Buriram,9,304.55,649.5,442.84,14055806.19,0,,,,
Surin,9,351.13,676.07,533.66,13958581.75,0,,,,
Sisaket,9,357.49,624.45,543.16,14810896.18,0,,,,
Ubon Ratchathani,9,448.09,666.7,590.02,20630426.33,0,,,,
Yasothon,9,316.68,516.34,381.83,6286209.15,0,,,,
Chaiyaphum,9,298.05,516.08,416.68,29713290.43,0,,,,
Bueng Kan,9,261.7,336.9,306.45,70155.12,0,,,,
Nong Bua Lamphu,9,306.61,339.22,322.18,30419695.72,0,,,,
Khon Kaen,9,240.81,450.15,344.65,16875137.96,0,,,,
Udon Thani,9,256.21,324.12,289.48,17186879.75,0,,,,
Loei,9,297.47,363.26,327.74,13529579.56,1,,,,
Nong Khai,9,279.29,324.31,293.44,21599891.95,0,,,,
Maha Sarakham,9,254.13,431.76,296.61,13016655.59,0,,,,
Roi Et,9,260.87,422.09,314.47,14669883.22,0,,,,
Kalasin,9,261.94,328.15,281.55,11208279.07,1,,,,
Sakon Nakhon,9,233.14,313.1,266.22,86.5,0,,,,
Chiang Mai,9,1.02,598.26,338.02,20264146.45,0,,,,
Lamphun,9,313.89,439,371.9,5004568.22,1,,,,
Lampang,9,258.13,463.67,355.07,8599406.57,0,,,,
Uttaradit,9,210.71,304.33,247.87,16085958.93,0,,,,
Phrae,9,208.97,434.1,256.52,16892142.82,0,,,,
Nan,9,164.66,259.54,217.87,22743154.42,0,,,,
Phayao,9,214.26,363.96,292.33,26200648.21,0,,,,
Chiang Rai,9,251.66,426.06,316,20554196.06,0,,,,
Mae Hong Son,9,259.4,384.15,326.49,13223820.53,0,,,,
Nakhon Sawan,9,248.05,431.3,320.63,7632560.65,0,,,,
Uthai Thani,9,243.71,326.58,270.67,16452835.77,1,,,,
Kamphaeng Phet,9,282.23,383.13,331.49,21066429.12,0,,,,
Tak,9,214.15,411.37,347.65,17552436,0,,,,
Sukhothai,9,242.27,419.48,324.46,16871908.26,0,,,,
Phitsanulok,9,272.03,379.17,324.8,25141199.37,0,,,,
Phichit,9,288.97,385.91,312.89,28664263.22,0,,,,
Phetchabun,9,236.87,521.47,361.8,20605875.71,0,,,,
Ratchaburi,9,107.94,318.35,178.15,33572250.57,0,,,,
Kanchanaburi,9,203.91,316.31,257.63,26726127.71,0,,,,
Suphan Buri,9,200.27,308.56,250.33,5618383.53,0,,,,
Phetchaburi,9,64.33,276.43,155.01,7263070.95,0,,,,
Prachuap Khiri Khan,9,32.22,280.09,137.99,49348897.52,0,,,,
Nakhon Si Thammarat,9,119.86,227.08,181.3,32041150.66,0,,,,
Krabi,9,140.85,356.26,218.28,52404960.23,0,,,,
Phang Nga,9,267.09,587.43,482.41,33275572.12,0,,,,
Phuket,9,169.29,614.75,364.31,10355271.89,0,,,,
Surat Thani,9,112.15,604.53,242.49,28894275.72,0,,,,
Ranong,9,213.98,866.49,530.43,16694201.37,0,,,,
Chumphon,9,163.03,811.65,312.3,45488917.1,0,,,,
Songkhla,9,101.52,216.05,134.24,32478516.22,0,,,,
Satun,9,159.87,300.18,225.29,31545130.42,0,,,,
Trang,9,190.93,285.59,250.94,29424386.51,0,,,,
Phatthalung,9,134.11,247.9,170.74,26289445.11,0,,,,
Pattani,9,84.83,162.47,113.74,7694062.52,0,,,,
Yala,9,81.13,142.78,111.36,15713876.02,0,,,,
Narathiwat,9,102.01,182.99,150,22184404.17,0,,,,
Lopburi,10,38.3,196.4,83.99,8722670.03,0,,,,
Chainat,10,65.8,127.3,89.84,23682656.7,0,,,,
Saraburi,10,38.3,178.8,73.17,2923294.87,0,,,,
Chonburi,10,78.4,339.8,177.52,11319017.89,0,,,,
Rayong,10,153.3,247.1,194.41,15922802.72,1,,,,
Chanthaburi,10,102.9,224.1,165.43,18460418.16,1,,,,
Chachoengsao,10,90.6,229.8,139.48,9174664.91,1,,,,
Prachinburi,10,55.5,113,87.03,21851777.16,0,,,,
Nakhon Nayok,10,46.7,214.5,86.53,11773961.86,1,,,,
Sa Kaeo,10,98.1,157.1,126.04,37193369.19,1,,,,
Nakhon Ratchasima,10,36.8,135.7,102.07,22767984.2,1,,,,
Buriram,10,98.6,141.4,129.15,14055806.19,0,,,,
Surin,10,94.7,138.3,117.81,13958581.75,1,,,,
Sisaket,10,113.3,145,128.55,14810896.18,1,,,,
Ubon Ratchathani,10,92.5,165.4,142.77,20630426.33,0,,,,
Yasothon,10,63.5,133,99.27,6286209.15,1,,,,
Chaiyaphum,10,48.1,123.1,80.04,29713290.43,1,,,,
Bueng Kan,10,38.3,71.5,46.06,70155.12,0,,,,
Nong Bua Lamphu,10,114.6,195.9,150.84,30419695.72,0,,,,
Khon Kaen,10,97.1,159.9,124.47,16875137.96,1,,,,
Udon Thani,10,47.5,175.5,87.98,17186879.75,0,,,,
Loei,10,70.8,239.3,177.61,13529579.56,1,,,,
Nong Khai,10,56.4,143.7,76.12,21599891.95,0,,,,
Maha Sarakham,10,97.3,130.4,117.14,13016655.59,0,,,,
Roi Et,10,65.4,132,97.33,14669883.22,0,,,,
Kalasin,10,41.5,123.5,89.9,11208279.07,0,,,,
Sakon Nakhon,10,12,66.4,41.09,86.5,0,,,,
Chiang Mai,10,55.7,283.8,136.08,20264146.45,0,,,,
Lamphun,10,83.2,148.2,111.06,5004568.22,1,,,,
Lampang,10,73.6,176.3,115.32,8599406.57,0,,,,
Uttaradit,10,97.6,169.6,134.54,16085958.93,0,,,,
Phrae,10,94,152.5,107.03,16892142.82,0,,,,
Nan,10,50.9,122.7,88.24,22743154.42,0,,,,
Phayao,10,70.6,176.3,130.03,26200648.21,0,,,,
Chiang Rai,10,121.9,217.2,164.4,20554196.06,0,,,,
Mae Hong Son,10,43.7,169.6,80.74,13223820.53,0,,,,
Nakhon Sawan,10,29.7,221.2,122.88,7632560.65,0,,,,
Uthai Thani,10,88.4,184.8,128.43,16452835.77,0,,,,
Kamphaeng Phet,10,102.3,160.7,132.86,21066429.12,0,,,,
Tak,10,59.2,222.9,132.54,17552436,0,,,,
Sukhothai,10,60.2,156.2,111.83,16871908.26,0,,,,
Phitsanulok,10,64.7,160.8,108.79,25141199.37,0,,,,
Phichit,10,70.9,159.3,95.63,28664263.22,0,,,,
Phetchabun,10,38.6,161.5,64.49,20605875.71,1,,,,
Ratchaburi,10,209.8,368.6,283.07,33572250.57,1,,,,
Kanchanaburi,10,118.1,469.7,223.04,26726127.71,0,,,,
Suphan Buri,10,82.3,287.7,148.26,5618383.53,0,,,,
Phetchaburi,10,235.3,339,295.22,7263070.95,1,,,,
Prachuap Khiri Khan,10,268.6,459.4,353.98,49348897.52,1,,,,
Nakhon Si Thammarat,10,191.3,424.6,273.12,32041150.66,1,,,,
Krabi,10,233.7,586.6,373.13,52404960.23,1,,,,
Phang Nga,10,461.1,784.9,611.01,33275572.12,0,,,,
Phuket,10,650.6,791.2,740.64,10355271.89,0,,,,
Surat Thani,10,211.7,577,321.21,28894275.72,1,,,,
Ranong,10,399.5,644.4,516.29,16694201.37,0,,,,
Chumphon,10,337.8,612.2,463.81,45488917.1,1,,,,
Songkhla,10,233.9,502.9,326.42,32478516.22,0,,,,
Satun,10,278.9,400.4,337.06,31545130.42,1,,,,
Trang,10,318,485.9,443.05,29424386.51,0,,,,
Phatthalung,10,327.2,511.6,436.12,26289445.11,1,,,,
Pattani,10,318.5,413.5,379.02,7694062.52,0,,,,
Yala,10,328.4,382.5,348.33,15713876.02,0,,,,
Narathiwat,10,299.7,358.4,321.86,22184404.17,0,,,,
Lopburi,11,31.8,127.1,89.26,8722670.03,0,,,,
Chainat,11,125.2,146,136.27,23682656.7,0,,,,
Saraburi,11,63.6,121.6,89.8,2923294.87,0,,,,
Chonburi,11,70.7,158.8,104.61,11319017.89,0,,,,
Rayong,11,79.3,292.5,181.47,15922802.72,0,,,,
Chanthaburi,11,81.5,169.3,135.87,18460418.16,0,,,,
Chachoengsao,11,60,139.3,85.65,9174664.91,0,,,,
Prachinburi,11,31,87.2,63.37,21851777.16,0,,,,
Nakhon Nayok,11,68.8,91.1,76.46,11773961.86,0,,,,
Sa Kaeo,11,44.2,93.2,72.36,37193369.19,0,,,,
Nakhon Ratchasima,11,39.1,171.7,91.84,22767984.2,0,,,,
Buriram,11,38.4,116.3,69.07,14055806.19,0,,,,
Surin,11,22.4,58.4,40.45,13958581.75,0,,,,
Sisaket,11,21.8,37.2,29.51,14810896.18,1,,,,
Ubon Ratchathani,11,25.6,41.2,31.92,20630426.33,0,,,,
Yasothon,11,30.5,48.5,41.93,6286209.15,0,,,,
Chaiyaphum,11,37.7,94.8,70.4,29713290.43,1,,,,
Bueng Kan,11,23.3,34.6,27.88,70155.12,0,,,,
Nong Bua Lamphu,11,29.5,42.2,32.96,30419695.72,0,,,,
Khon Kaen,11,33.1,77.4,48.14,16875137.96,1,,,,
Udon Thani,11,26,42.5,34.65,17186879.75,0,,,,
Loei,11,23.7,38.9,32.74,13529579.56,0,,,,
Nong Khai,11,31.4,43.6,37.82,21599891.95,0,,,,
Maha Sarakham,11,26.4,53.9,39.66,13016655.59,0,,,,
Roi Et,11,34,56.9,44.13,14669883.22,0,,,,
Kalasin,11,26.1,52.2,40.8,11208279.07,0,,,,
Sakon Nakhon,11,19.4,32.7,25.24,86.5,0,,,,
Chiang Mai,11,16,65.8,34.24,20264146.45,0,,,,
Lamphun,11,16.8,57.6,32.38,5004568.22,0,,,,
Lampang,11,11.1,61.2,22.98,8599406.57,0,,,,
Uttaradit,11,1.7,44.2,16.81,16085958.93,0,,,,
Phrae,11,3.1,30.7,12.76,16892142.82,0,,,,
Nan,11,7.7,49.5,29.47,22743154.42,0,,,,
Phayao,11,11,39.5,22.5,26200648.21,0,,,,
Chiang Rai,11,2.7,73.6,35.4,20554196.06,0,,,,
Mae Hong Son,11,15.2,73.1,39.94,13223820.53,0,,,,
Nakhon Sawan,11,31.9,138.8,100.99,7632560.65,0,,,,
Uthai Thani,11,35.8,137,95.29,16452835.77,0,,,,
Kamphaeng Phet,11,29.3,92.1,64.55,21066429.12,0,,,,
Tak,11,6.8,95.8,49.67,17552436,0,,,,
Sukhothai,11,7.1,68,38.27,16871908.26,0,,,,
Phitsanulok,11,20.7,54.3,40.43,25141199.37,0,,,,
Phichit,11,39.7,98.2,57.96,28664263.22,0,,,,
Phetchabun,11,32.7,99.3,56.47,20605875.71,0,,,,
Ratchaburi,11,52.2,103.7,70.5,33572250.57,0,,,,
Kanchanaburi,11,30.4,150,65.36,26726127.71,0,,,,
Suphan Buri,11,91.1,153.5,117.83,5618383.53,0,,,,
Phetchaburi,11,57.5,128.8,93.17,7263070.95,0,,,,
Prachuap Khiri Khan,11,114.9,307.1,161.95,49348897.52,0,,,,
Nakhon Si Thammarat,11,199.7,488.2,334.53,32041150.66,1,,,,
Krabi,11,142.1,256.5,199.08,52404960.23,1,,,,
Phang Nga,11,235.4,367.6,296.04,33275572.12,0,,,,
Phuket,11,232.4,344.1,296.37,10355271.89,0,,,,
Surat Thani,11,147.9,562.9,227.64,28894275.72,0,,,,
Ranong,11,244.9,331.8,294.85,16694201.37,0,,,,
Chumphon,11,273,342.4,314.28,45488917.1,0,,,,
Songkhla,11,305.4,514.8,387.96,32478516.22,0,,,,
Satun,11,269.3,382,323.38,31545130.42,0,,,,
